"<span class=thead>Предмет</span>";"<span class=thead>Задание на 20-24 октября 2014</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Алгебра ";"учебник № 13.30, 15.4(6), 15.5"
"Геометрия ";"<a href=""https://dl.dropboxusercontent.com/u/26691654/ForDZ/DSR_Geom_na20141020.jpg"">домашняя самостоятельная работа</a> (первая группа (до Ле включительно) - таблица 11.4 № 1,3,5; таблица 11.5 № 2,4,6; вторая - соответственно наоборот)"
"Укр. лит.";"конспектировать биографию Юрия Яновского, читать три новеллы из романа ""Вершники"" — ""Подвійне коло"", ""Дитинство"", ""Шаланда в морі"""
"Химия ";"не задано"
"Физика ";"не задано"
"Астрономия ";"Подготовиться к астрономическому диктанту"
"Мировая литература";"готовить презентации, кому было задано"
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"История Украины";"не задано"
"Мировая литература";"готовиться работать в классе по Куприну"
"Физика ";"Конспект; Гельфгат-11 №3.3, 3.4, 3.6, 3.8, 3.10, 3.12"
"Английский ";"SBP. 113-114 #1-4, WBP. 35; SBP. 36"
"Химия ";"§ 7, №50-54"
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Биология ";"решить задачу с прошлого урока; § 7-9 читать, по этим параграфам готовиться к диктанту; с. 50 зарисовать табл. № 9"
"Всемирная история";"дописать Парижскую мирную конференцию; конспектировать создание и структуру ООН; готовиться к тематической контрольной по Второй мировой войне"
"Алгебра ";"посчитать без калькулятора по приближенным формулам <img src=""https://dl.dropboxusercontent.com/u/26691654/ForDZ/DZ_Algebra_na20141022.png"" /><br />учебник № 15.16, с. 89-93 записать формулировки и доказательства теорем Ферма, Ролля и Лагранжа, подготовить материалы, кому было задано"
"Инф. технологии";"не будет"
"Информатика ";"как обычно"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Физика ";"Гельфгат № 3.17, 3.26, 3.27, 3.31, 3.33"
"Алгебра ";" №15.2(2),15.4(5),15.8(2)"
"Биология ";" не будет"
"Укр. язык";"дописать пересказ с творческим заданием"
"Геометрия ";"учебник с. 112 переписать решение задачи, № 343, 344"
"Физический практикум";"готовиться к лабораторным работам"
"<span class=ttl1>ПЯТНИЦА</span>";"<hr />"
"День Лицея";"Концерт, работа в комнатах, праздник"
